column_name,root,sub_root,metric_type,time_horizon,unit,family,cohort_group,stem,cluster_key,reduction_group
day_utc,day,utc,utc,spot,none,Metadata,none,day_utc,Metadata | cohort=none | root=day | sub_root=utc | type=utc | time=spot | unit=none,Metadata | cohort=none
utxos_1m_to_2m_old_invested_capital_pct60,utxos,to,pct60,"1m,2m",none,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct60,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=pct60 | time=1m,2m | unit=none",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct60_sats,utxos,to,sats,"1m,2m",sats,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct60,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=sats | time=1m,2m | unit=sats",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct65,utxos,to,pct65,"1m,2m",none,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct65,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=pct65 | time=1m,2m | unit=none",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct65_sats,utxos,to,sats,"1m,2m",sats,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct65,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=sats | time=1m,2m | unit=sats",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct70,utxos,to,pct70,"1m,2m",none,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct70,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=pct70 | time=1m,2m | unit=none",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct70_sats,utxos,to,sats,"1m,2m",sats,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct70,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=sats | time=1m,2m | unit=sats",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct75,utxos,to,pct75,"1m,2m",none,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct75,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=pct75 | time=1m,2m | unit=none",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct75_sats,utxos,to,sats,"1m,2m",sats,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct75,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=sats | time=1m,2m | unit=sats",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct80,utxos,to,pct80,"1m,2m",none,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct80,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=pct80 | time=1m,2m | unit=none",UTXO Age Cohorts | cohort=none
utxos_1m_to_2m_old_invested_capital_pct80_sats,utxos,to,sats,"1m,2m",sats,UTXO Age Cohorts,none,utxos_to_old_invested_capital_pct80,"UTXO Age Cohorts | cohort=none | root=utxos | sub_root=to | type=sats | time=1m,2m | unit=sats",UTXO Age Cohorts | cohort=none
